,name,longitude,latitude,category,geometry
0,Restaurante Casa Pello,-3.677944784338546,40.45875016774456,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45875016774456, -3.677944784338546)}"
1,Norte y Sur II,-3.6745882855217094,40.45846441076835,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45846441076835, -3.6745882855217094)}"
2,La Landa,-3.674344999719425,40.4582182937892,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4582182937892, -3.674344999719425)}"
3,Goiko Grill,-3.6809344035827483,40.45849297519417,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45849297519417, -3.6809344035827483)}"
4,El Enfriador de Alcocer,-3.678613612918736,40.458688143803776,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.458688143803776, -3.678613612918736)}"
5,Cachivache Taberna,-3.677956756463268,40.45454335548046,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45454335548046, -3.677956756463268)}"
6,El Jamón del Abuelo,-3.6801426945673104,40.45700406162905,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45700406162905, -3.6801426945673104)}"
7,PAIPÁI,-3.675982,40.460091,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.460091, -3.675982)}"
8,La Cecilia de Allende,-3.6800894361436542,40.45867214988796,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45867214988796, -3.6800894361436542)}"
9,Desencaja,-3.6811236,40.4560859,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4560859, -3.6811236)}"
10,El Qüenco,-3.6845415429248884,40.4585874596887,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4585874596887, -3.6845415429248884)}"
11,Ganges,-3.678221845108094,40.45782524370241,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45782524370241, -3.678221845108094)}"
12,Mallorca,-3.6789076368877627,40.45867629465799,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45867629465799, -3.6789076368877627)}"
13,Pipa&Co,-3.6818397032342016,40.45865057694518,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45865057694518, -3.6818397032342016)}"
14,El Telégrafo,-3.6854256159405967,40.45969755116355,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45969755116355, -3.6854256159405967)}"
15,Ikura CR,-3.6736473975375903,40.45851524224772,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45851524224772, -3.6736473975375903)}"
16,Mar Y Tierra,-3.6785116,40.455597,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.455597, -3.6785116)}"
17,99 Sushi Bar,-3.6857524804583517,40.45865573008183,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45865573008183, -3.6857524804583517)}"
18,El Qüenco de Pepa,-3.6845505164314756,40.460250549345105,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.460250549345105, -3.6845505164314756)}"
19,DiverXO,-3.6859452102260923,40.45776723850396,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45776723850396, -3.6859452102260923)}"
20,Nipon Taro,-3.6791641507236617,40.454316151055245,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.454316151055245, -3.6791641507236617)}"
21,Top One,-3.6856835116133304,40.458189283078,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.458189283078, -3.6856835116133304)}"
22,Fass,-3.6785360503175046,40.451570202748606,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.451570202748606, -3.6785360503175046)}"
23,Baby Beef Rubaiyat,-3.6866983620654064,40.460833559967575,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.460833559967575, -3.6866983620654064)}"
24,Cuarto y Mitad,-3.6778855511483006,40.459151041590026,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.459151041590026, -3.6778855511483006)}"
25,Go! Sushing,-3.6813275920867032,40.453894851932866,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.453894851932866, -3.6813275920867032)}"
26,Taberna Bodega vieja,-3.674439478613665,40.453648677017796,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.453648677017796, -3.674439478613665)}"
27,Taberna Ansorena,-3.679237455730084,40.45480058233269,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45480058233269, -3.679237455730084)}"
28,Nago,-3.6707217870749957,40.46338565573042,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46338565573042, -3.6707217870749957)}"
29,McDonald's,-3.681713559065075,40.45877734111405,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45877734111405, -3.681713559065075)}"
30,Al Paseo,-3.683489277134257,40.454466218826354,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.454466218826354, -3.683489277134257)}"
31,El Cacique,-3.685273363777068,40.46258697891609,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46258697891609, -3.685273363777068)}"
32,Restaurante Omar,-3.6875299312459315,40.45602911189381,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45602911189381, -3.6875299312459315)}"
33,Sacha,-3.687201953668992,40.46097546436774,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46097546436774, -3.687201953668992)}"
34,Le Coq,-3.676587762603451,40.45746817203812,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45746817203812, -3.676587762603451)}"
35,Samm,-3.6699219438279886,40.464160666233454,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.464160666233454, -3.6699219438279886)}"
36,Neguri Pinchos,-3.6731666603634667,40.458516363780355,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.458516363780355, -3.6731666603634667)}"
37,Alfredo's Barbacoa,-3.687252167,40.460468814,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.460468814, -3.687252167)}"
38,Teckel,-3.680352650364218,40.45180595898164,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45180595898164, -3.680352650364218)}"
39,La Gilda,-3.6802646018795775,40.45812531073143,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45812531073143, -3.6802646018795775)}"
40,Mesón Cinco Jotas,-3.6855369537895433,40.459068567385515,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.459068567385515, -3.6855369537895433)}"
41,Gerardo,-3.6791458835776036,40.4579098247881,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4579098247881, -3.6791458835776036)}"
42,La Martingala,-3.6870462224894913,40.46255326205104,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46255326205104, -3.6870462224894913)}"
43,Bienmesabe,-3.6851933389400537,40.46418939084717,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46418939084717, -3.6851933389400537)}"
44,Allo Pizza,-3.6871761280318136,40.461486520250006,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.461486520250006, -3.6871761280318136)}"
45,Papa John's Pizza,-3.6807814,40.452957,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.452957, -3.6807814)}"
46,La Tragantia,-3.6772568222251736,40.45152110978045,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45152110978045, -3.6772568222251736)}"
47,Donde Marian,-3.671797705210252,40.46325493692422,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46325493692422, -3.671797705210252)}"
48,La Chamartina,-3.686562745082109,40.46113654391626,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46113654391626, -3.686562745082109)}"
49,NOUBA,-3.6873958396546507,40.45937978915987,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45937978915987, -3.6873958396546507)}"
50,Baby Grill Rubaiyat,-3.6871176807559958,40.4602347554505,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4602347554505, -3.6871176807559958)}"
51,Ox's,-3.686928559,40.457610951,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.457610951, -3.686928559)}"
52,Cafeteria Valpan,-3.687274320266659,40.45471806368779,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45471806368779, -3.687274320266659)}"
53,La Barra Del Cacique,-3.685193676909143,40.46257695336821,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46257695336821, -3.685193676909143)}"
54,Real Food Organic,-3.67754882607362,40.454354439253486,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.454354439253486, -3.67754882607362)}"
55,Piccolo Grande Amore,-3.672259404032931,40.45671877938991,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45671877938991, -3.672259404032931)}"
56,José Luis,-3.68784333498971,40.459780898403665,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.459780898403665, -3.68784333498971)}"
57,Dunkin' Coffee,-3.676275899999999,40.4582829,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4582829, -3.676275899999999)}"
58,Tapa-Tece,-3.6745149958971757,40.45322787172646,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45322787172646, -3.6745149958971757)}"
59,Graciela,-3.687084,40.46237,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46237, -3.687084)}"
60,Gaytan,-3.678366,40.449976,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.449976, -3.678366)}"
61,Casa Lucas,-3.676467791108346,40.45712279089024,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45712279089024, -3.676467791108346)}"
62,Depintxos,-3.6803397739190276,40.45863097055097,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45863097055097, -3.6803397739190276)}"
63,Noa 43 Life & Restaurant,-3.6801367421785325,40.45864563974804,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45864563974804, -3.6801367421785325)}"
64,Panaria,-3.677018880844116,40.45583785077108,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45583785077108, -3.677018880844116)}"
65,La Taberna de Pedro,-3.681540342626619,40.45855861762817,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45855861762817, -3.681540342626619)}"
66,Granier,-3.6773702743368477,40.45616603725157,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45616603725157, -3.6773702743368477)}"
67,100 Montaditos,-3.675765643080666,40.458124030718565,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.458124030718565, -3.675765643080666)}"
68,Ginos Príncipe de Vergara,-3.676845415302203,40.45783160070544,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45783160070544, -3.676845415302203)}"
70,Mayflower,-3.6788314332705743,40.45345110700072,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45345110700072, -3.6788314332705743)}"
71,Los Pescaditos,-3.6725650785106287,40.45793249091775,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45793249091775, -3.6725650785106287)}"
72,Belaunde 22,-3.6795230366317155,40.45577109717825,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45577109717825, -3.6795230366317155)}"
74,VIPS,-3.6763599450099673,40.45805054970228,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45805054970228, -3.6763599450099673)}"
75,El Abuelo,-3.67169016709659,40.46299430420487,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46299430420487, -3.67169016709659)}"
76,Peggy Sue’s,-3.676727755432347,40.45527921157007,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45527921157007, -3.676727755432347)}"
77,La Terracería,-3.667808988565141,40.46000260869575,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46000260869575, -3.667808988565141)}"
78,Cafeteria Lima,-3.6741024087670247,40.45212146459538,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45212146459538, -3.6741024087670247)}"
80,Muuu Tapelia,-3.679212954303506,40.45484824145387,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45484824145387, -3.679212954303506)}"
81,La Barbacoa De Berlin,-3.6766065824465994,40.450026010262754,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.450026010262754, -3.6766065824465994)}"
82,La alpujarra,-3.6765277493079873,40.46028663761907,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46028663761907, -3.6765277493079873)}"
83,La 5ª con Madison,-3.6802973718923977,40.45188819137526,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45188819137526, -3.6802973718923977)}"
84,Telepizza,-3.6795616149902344,40.45589499622077,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45589499622077, -3.6795616149902344)}"
85,Cazorla Restaurante,-3.67857160510214,40.450423214019246,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.450423214019246, -3.67857160510214)}"
86,El Esquinazo,-3.677044873403844,40.455268098718975,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.455268098718975, -3.677044873403844)}"
87,Chow Chow,-3.6808329,40.451782,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.451782, -3.6808329)}"
88,Itohi,-3.6767358650266933,40.45955754162663,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45955754162663, -3.6767358650266933)}"
89,Pasteleria Gómez,-3.6775215661296388,40.44990648595067,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.44990648595067, -3.6775215661296388)}"
90,Restaurante Lobato,-3.670233735233923,40.46225537885125,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46225537885125, -3.670233735233923)}"
91,La Hispana,-3.6771149620624057,40.45542608813039,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45542608813039, -3.6771149620624057)}"
92,L.a. Sushi,-3.6769001,40.455357,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.455357, -3.6769001)}"
93,Hotel Don Pío,-3.6763122,40.4628481,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4628481, -3.6763122)}"
94,Mediterraneo,-3.6850749862368986,40.452905003931875,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.452905003931875, -3.6850749862368986)}"
95,Bar Taxi,-3.6724166887423197,40.45817298503348,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45817298503348, -3.6724166887423197)}"
96,El Miajón de los Castúos,-3.680960243556726,40.45246982251644,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45246982251644, -3.680960243556726)}"
97,Juan sin prisa,-3.674231252643916,40.45421857522846,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45421857522846, -3.674231252643916)}"
98,Príncipe y Serrano,-3.677536807314069,40.45435324720842,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45435324720842, -3.677536807314069)}"
99,Restaurante Chipiron II,-3.677353,40.45392,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45392, -3.677353)}"
2,Restaurante Sal Negra,-3.6812143821174144,40.46759142961128,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46759142961128, -3.6812143821174144)}"
7,Asia Té,-3.685021302307631,40.47101002638938,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47101002638938, -3.685021302307631)}"
9,1000 Campanas Suenan En Mi Corazón,-3.663082122802735,40.46843316516243,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46843316516243, -3.663082122802735)}"
10,La Tabernita,-3.665512255896488,40.46430568811756,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46430568811756, -3.665512255896488)}"
13,Pizza Jardín,-3.670315033882381,40.467015879122094,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.467015879122094, -3.670315033882381)}"
14,Pepitos,-3.666120224936708,40.46613667266421,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46613667266421, -3.666120224936708)}"
16,Bar Laredo,-3.68581,40.47016,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47016, -3.68581)}"
17,Matt,-3.6840667615828675,40.46723411391586,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46723411391586, -3.6840667615828675)}"
19,Cafetería Navelgas,-3.6823755921985017,40.47190726340646,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47190726340646, -3.6823755921985017)}"
20,Cafeteria Gorbea Gourmet,-3.6722501000750567,40.46747386880313,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46747386880313, -3.6722501000750567)}"
22,Cervecería-restaurante Pío XII,-3.6719569828357144,40.46781352617481,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46781352617481, -3.6719569828357144)}"
23,El Doke,-3.677765,40.468052,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.468052, -3.677765)}"
24,Cafetería Self-service,-3.671447259090991,40.4674591900939,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4674591900939, -3.671447259090991)}"
26,HAM MARKET,-3.6793587,40.465065,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.465065, -3.6793587)}"
27,Restaurante El Henar,-3.6739075042396805,40.471784579161174,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.471784579161174, -3.6739075042396805)}"
28,Kocina2,-3.670903,40.463859,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.463859, -3.670903)}"
30,Pasteleria Carmen Lazcano,-3.684995025784822,40.46924056101772,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46924056101772, -3.684995025784822)}"
31,Lizarran,-3.6723596897109987,40.47312972792387,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47312972792387, -3.6723596897109987)}"
32,Restaurante Estébanez,-3.672294069046724,40.46248273055637,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46248273055637, -3.672294069046724)}"
33,Delina's,-3.6713639808390606,40.466870985835534,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.466870985835534, -3.6713639808390606)}"
34,La Pausa,-3.682558,40.471848,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.471848, -3.682558)}"
36,Pransor,-3.682103767420562,40.4724012607672,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4724012607672, -3.682103767420562)}"
37,Rodilla,-3.682359,40.472653,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.472653, -3.682359)}"
38,Spizzico,-3.6822919644819136,40.472706527955815,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.472706527955815, -3.6822919644819136)}"
39,Cafeteria El Paso,-3.6759092654061942,40.47519109597394,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47519109597394, -3.6759092654061942)}"
40,Ginos López Pozas,-3.685243525811618,40.463696192934826,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.463696192934826, -3.685243525811618)}"
41,Café Café,-3.682515310332255,40.472624605003986,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.472624605003986, -3.682515310332255)}"
42,Zielou,-3.6824927159954086,40.47186887684951,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47186887684951, -3.6824927159954086)}"
43,Viena Capellanes Corner,-3.67216531340116,40.47571482186195,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47571482186195, -3.67216531340116)}"
44,Coffee Elke's,-3.6633229916590846,40.467596285520784,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.467596285520784, -3.6633229916590846)}"
45,Alemany,-3.663707777156519,40.46882993720669,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46882993720669, -3.663707777156519)}"
46,Cafeteria Duero,-3.6632473079592858,40.466696321351755,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.466696321351755, -3.6632473079592858)}"
47,Punto y Coma,-3.664764,40.471879,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.471879, -3.664764)}"
48,Tento,-3.6721677580154357,40.476025381174736,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.476025381174736, -3.6721677580154357)}"
49,Bar Plaza Cafe,-3.6859539358990108,40.47005994386633,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47005994386633, -3.6859539358990108)}"
50,VIPS Avd. de Burgos,-3.676009002612464,40.47382209602719,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47382209602719, -3.676009002612464)}"
51,Café&Té,-3.686120489174496,40.466750198158245,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.466750198158245, -3.686120489174496)}"
52,kike,-3.6854189622858957,40.46834950628689,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46834950628689, -3.6854189622858957)}"
53,Dolan,-3.674884108215534,40.47376332039425,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47376332039425, -3.674884108215534)}"
55,Fresc Co,-3.68250613037639,40.47199868713642,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47199868713642, -3.68250613037639)}"
56,El Cortijillo,-3.6717769851030173,40.47575715191562,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47575715191562, -3.6717769851030173)}"
57,Burger King,-3.6824321304323555,40.4718372808062,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4718372808062, -3.6824321304323555)}"
58,Cafetería La Via 22,-3.6820733169692432,40.47164021938288,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47164021938288, -3.6820733169692432)}"
59,Gambrinus,-3.6826306580370596,40.472724405680104,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.472724405680104, -3.6826306580370596)}"
60,Pans&Company,-3.682570208929269,40.47236429549958,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47236429549958, -3.682570208929269)}"
61,Restaurante Pepe,-3.6846482,40.47162109,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.47162109, -3.6846482)}"
9,De María,-3.6882601044052623,40.463408449110624,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.463408449110624, -3.6882601044052623)}"
13,La Garriga,-3.690108449018557,40.46099779075223,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46099779075223, -3.690108449018557)}"
14,El Hórreo Asturiano,-3.6876584378337895,40.46238984809028,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46238984809028, -3.6876584378337895)}"
16,Asgaya,-3.6875102148798193,40.46264329479662,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46264329479662, -3.6875102148798193)}"
19,La Pagoda,-3.687520115332148,40.463196325409584,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.463196325409584, -3.687520115332148)}"
22,Illumbe,-3.689763,40.460016,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.460016, -3.689763)}"
24,"Nitty Gritty, Madrid",-3.6879216843883227,40.46380915880192,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46380915880192, -3.6879216843883227)}"
25,L'Albufera,-3.6919119104466156,40.461797238675985,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.461797238675985, -3.6919119104466156)}"
26,Latasia,-3.690418934189537,40.45676251083805,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45676251083805, -3.690418934189537)}"
28,Piñera,-3.6924146483551734,40.46203894629274,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46203894629274, -3.6924146483551734)}"
32,Casa Tinín,-3.692802731687698,40.456914378877336,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.456914378877336, -3.692802731687698)}"
35,La Nonna,-3.688787925138324,40.45604438679416,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45604438679416, -3.688787925138324)}"
37,Mesón Txistu,-3.693554816416552,40.46253358253271,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46253358253271, -3.693554816416552)}"
40,Teitu,-3.692167408532132,40.456996583695734,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.456996583695734, -3.692167408532132)}"
42,La Chalana,-3.690282597553278,40.46297624415875,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46297624415875, -3.690282597553278)}"
43,Más Jamón,-3.6905874585954987,40.456937615574745,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.456937615574745, -3.6905874585954987)}"
44,La Piperna,-3.69312,40.464159,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.464159, -3.69312)}"
46,DO EAT!,-3.6901893434885853,40.46081913707092,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46081913707092, -3.6901893434885853)}"
47,Materia Prima,-3.6886435229377694,40.45536821190407,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45536821190407, -3.6886435229377694)}"
48,"5 Cucharas Restaurante, Bar & Tasting Room",-3.692646537867835,40.46426165944004,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46426165944004, -3.692646537867835)}"
49,Sabor Gaucho,-3.6943972,40.46019,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46019, -3.6943972)}"
50,Casa Juan,-3.69317,40.464015,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.464015, -3.69317)}"
51,New York Burger,-3.692737769561977,40.45611201085545,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45611201085545, -3.692737769561977)}"
52,Tierra Burrito Bar,-3.6931525393683082,40.45637676886668,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45637676886668, -3.6931525393683082)}"
53,Asador Donostiarra,-3.6959669945379012,40.461761391322334,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.461761391322334, -3.6959669945379012)}"
57,Illinois Sandwiches,-3.6881302358880754,40.461846601568176,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.461846601568176, -3.6881302358880754)}"
58,Mikado,-3.691525404056361,40.457742516086235,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.457742516086235, -3.691525404056361)}"
59,El Jamón y el Churrasco,-3.6962121,40.4605162,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.4605162, -3.6962121)}"
60,Faborit,-3.688509196210213,40.46717634140836,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46717634140836, -3.688509196210213)}"
61,La Máquina,-3.695464094580661,40.45963768467473,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45963768467473, -3.695464094580661)}"
62,L'Arruz,-3.6913746006636434,40.456572859663154,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.456572859663154, -3.6913746006636434)}"
64,Restaurante Okara,-3.6923096573829555,40.46600587481398,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46600587481398, -3.6923096573829555)}"
66,La Penela,-3.692623175769846,40.46421498612565,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46421498612565, -3.692623175769846)}"
67,La Cantina,-3.695410204070177,40.45959713684828,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.45959713684828, -3.695410204070177)}"
70,Restaurante Chi Zhi Ju,-3.6925040204837534,40.463977987084334,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.463977987084334, -3.6925040204837534)}"
71,trattoria La Forchetta,-3.6921876626996957,40.46542388075185,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46542388075185, -3.6921876626996957)}"
73,Salon Cervantes @ Meliá Castilla,-3.6926960793048678,40.46142134814215,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.46142134814215, -3.6926960793048678)}"
75,Asador de Aranda,-3.6901948330191057,40.466371504682684,Restaurants and Nightlife,"{'type': 'Point', 'coordinates': (40.466371504682684, -3.6901948330191057)}"
