,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,neighborhood,latitude,longitude,showAddress,url,status,newDevelopment,hasLift,geometry
4149,7,2900.0,flat,rent,200.0,True,4,3,Calle Félix Boix,Madrid,Madrid,Chamartín,Nueva España,40.464712,-3.6878585,False,https://www.idealista.com/inmueble/87178400/,good,False,True,"{'type': 'Point', 'coordinates': (40.464712, -3.6878585)}"
4151,3,2633.0,flat,rent,110.0,False,2,2,Calle del Olmo,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4103887,-3.7024045,False,https://www.idealista.com/inmueble/87140909/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.4103887, -3.7024045)}"
4152,3,1550.0,flat,rent,45.0,False,1,1,Calle del Barco,Madrid,Madrid,Centro,Malasaña-Universidad,40.4233378,-3.7018029,False,https://www.idealista.com/inmueble/87145424/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.4233378, -3.7018029)}"
4153,1,8000.0,flat,rent,230.0,True,3,3,MARQUES DEL DUERO,Madrid,Madrid,Salamanca,Recoletos,40.4215051,-3.6926836,False,https://www.idealista.com/inmueble/39121264/,good,False,True,"{'type': 'Point', 'coordinates': (40.4215051, -3.6926836)}"
4154,1,3500.0,flat,rent,168.0,False,3,3,Calle del General Pardiñas,Madrid,Madrid,Salamanca,Lista,40.434143,-3.6795307,False,https://www.idealista.com/inmueble/87100270/,good,False,True,"{'type': 'Point', 'coordinates': (40.434143, -3.6795307)}"
4155,0,1400.0,duplex,rent,100.0,True,1,2,Calle de Gutenberg,Madrid,Madrid,Retiro,Pacífico,40.4056525,-3.6834119,False,https://www.idealista.com/inmueble/85493818/,good,False,unspecified,"{'type': 'Point', 'coordinates': (40.4056525, -3.6834119)}"
4156,4,2173.0,flat,rent,40.0,False,1,1,Calle del Cardenal Cisneros,Madrid,Madrid,Chamberí,Trafalgar,40.4321341,-3.7013257,False,https://www.idealista.com/inmueble/86414773/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.4321341, -3.7013257)}"
4157,2,1350.0,flat,rent,45.0,False,1,1,Calle de la Concepción Jerónima,Madrid,Madrid,Centro,Sol,40.415659,-3.7066475,False,https://www.idealista.com/inmueble/87072994/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.415659, -3.7066475)}"
4158,1,1633.0,flat,rent,108.0,False,2,3,Calle de la Costa del Sol,Madrid,Madrid,Hortaleza,Pinar del Rey,40.4721616,-3.6544994,False,https://www.idealista.com/inmueble/87072939/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.4721616, -3.6544994)}"
4160,6,1700.0,penthouse,rent,110.0,False,2,1,Calle de Campomanes,Madrid,Madrid,Centro,Palacio,40.4197381,-3.7100578,False,https://www.idealista.com/inmueble/87036998/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4197381, -3.7100578)}"
4161,4,3200.0,flat,rent,140.0,True,3,4,Avenida de Concha Espina,Madrid,Madrid,Chamartín,El Viso,40.4522847,-3.687299,False,https://www.idealista.com/inmueble/87034060/,good,False,True,"{'type': 'Point', 'coordinates': (40.4522847, -3.687299)}"
4162,2,2650.0,penthouse,rent,335.0,True,4,4,Avenida de Valdemarin,Madrid,Madrid,Moncloa,Valdemarín,40.4694374,-3.789179,False,https://www.idealista.com/inmueble/87021040/,good,False,True,"{'type': 'Point', 'coordinates': (40.4694374, -3.789179)}"
4163,3,980.0,flat,rent,40.0,False,2,1,Calle del General Díaz Porlier,Madrid,Madrid,Salamanca,Goya,40.4270435,-3.6783384,False,https://www.idealista.com/inmueble/87006578/,good,False,True,"{'type': 'Point', 'coordinates': (40.4270435, -3.6783384)}"
4165,2,5396.0,flat,rent,175.0,False,5,2,Calle del Conde de Romanones,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4129099,-3.7040488,False,https://www.idealista.com/inmueble/86990367/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.4129099, -3.7040488)}"
4166,4,2938.0,flat,rent,146.0,True,3,2,Calle de Velázquez,Madrid,Madrid,Salamanca,Recoletos,40.4258002,-3.6854326,False,https://www.idealista.com/inmueble/86972138/,good,False,True,"{'type': 'Point', 'coordinates': (40.4258002, -3.6854326)}"
4170,1,2350.0,flat,rent,107.0,True,3,2,Calle de Fernán Gonzalez,Madrid,Madrid,Salamanca,Goya,40.42201,-3.6731533,False,https://www.idealista.com/inmueble/37660918/,good,False,True,"{'type': 'Point', 'coordinates': (40.42201, -3.6731533)}"
4171,3,2300.0,flat,rent,153.0,True,5,2,Plaza del Conde del Valle de Súchil,Madrid,Madrid,Chamberí,Arapiles,40.4321696,-3.7056698,False,https://www.idealista.com/inmueble/86863510/,good,False,True,"{'type': 'Point', 'coordinates': (40.4321696, -3.7056698)}"
4172,4,1395.0,flat,rent,74.0,False,2,1,Calle de Galileo,Madrid,Madrid,Chamberí,Arapiles,40.4330337,-3.7110779,False,https://www.idealista.com/inmueble/36781889/,good,False,True,"{'type': 'Point', 'coordinates': (40.4330337, -3.7110779)}"
4173,3,1500.0,flat,rent,54.0,True,2,1,Calle Betania,Madrid,Madrid,Retiro,Pacífico,40.4072858,-3.6752368,False,https://www.idealista.com/inmueble/82634902/,unspecified,False,unspecified,"{'type': 'Point', 'coordinates': (40.4072858, -3.6752368)}"
4174,8,5000.0,flat,rent,480.0,True,4,6,Paseo del Pintor Rosales,Madrid,Madrid,Moncloa,Argüelles,40.4290049,-3.7193436,False,https://www.idealista.com/inmueble/86826316/,good,False,True,"{'type': 'Point', 'coordinates': (40.4290049, -3.7193436)}"
4175,5,2600.0,flat,rent,170.0,True,2,2,Juan de Mena,Madrid,Madrid,Retiro,Jerónimos,40.4158999,-3.6924022,False,https://www.idealista.com/inmueble/86825821/,good,False,True,"{'type': 'Point', 'coordinates': (40.4158999, -3.6924022)}"
4176,3,4000.0,flat,rent,160.0,True,3,4,Goya,Madrid,Madrid,Salamanca,Recoletos,40.4259077,-3.6835773,False,https://www.idealista.com/inmueble/86825751/,good,False,True,"{'type': 'Point', 'coordinates': (40.4259077, -3.6835773)}"
4179,2,2500.0,flat,rent,120.0,True,3,3,Calle de Núñez de Balboa,Madrid,Madrid,Salamanca,Castellana,40.4371873,-3.6838513,False,https://www.idealista.com/inmueble/86762453/,good,False,True,"{'type': 'Point', 'coordinates': (40.4371873, -3.6838513)}"
4180,2,3600.0,flat,rent,228.0,False,3,3,Calle de Velázquez,Madrid,Madrid,Chamartín,El Viso,40.4405692,-3.6842874,False,https://www.idealista.com/inmueble/86670814/,good,False,True,"{'type': 'Point', 'coordinates': (40.4405692, -3.6842874)}"
4181,6,2800.0,flat,rent,200.0,True,4,3,"Calle del general díaz porlier, 45",Madrid,Madrid,Salamanca,Lista,40.4289782,-3.6770212,True,https://www.idealista.com/inmueble/34048610/,good,False,True,"{'type': 'Point', 'coordinates': (40.4289782, -3.6770212)}"
4182,2,1999.0,flat,rent,102.0,True,2,2,"Atocha, 21",Madrid,Madrid,Centro,Huertas-Cortes,40.4141173,-3.7029995,True,https://www.idealista.com/inmueble/86615767/,good,False,True,"{'type': 'Point', 'coordinates': (40.4141173, -3.7029995)}"
4183,4,1400.0,flat,rent,73.0,False,1,1,Calle de Toledo,Madrid,Madrid,Arganzuela,Imperial,40.4048778,-3.7130039,False,https://www.idealista.com/inmueble/81162100/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4048778, -3.7130039)}"
4184,2,5500.0,flat,rent,160.0,True,3,3,Ayala,Madrid,Madrid,Salamanca,Recoletos,40.4294733,-3.6858715,False,https://www.idealista.com/inmueble/86542833/,good,False,True,"{'type': 'Point', 'coordinates': (40.4294733, -3.6858715)}"
4186,4,3850.0,flat,rent,300.0,True,4,4,Doctor Esquerdo,Madrid,Madrid,Retiro,Niño Jesús,40.4114041,-3.6712338,False,https://www.idealista.com/inmueble/86338087/,good,False,True,"{'type': 'Point', 'coordinates': (40.4114041, -3.6712338)}"
4187,6,1600.0,flat,rent,65.0,True,1,1,Calle de Juan Ramón Jiménez,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4564376,-3.6884103,False,https://www.idealista.com/inmueble/86325091/,good,False,True,"{'type': 'Point', 'coordinates': (40.4564376, -3.6884103)}"
4188,6,2700.0,duplex,rent,163.0,True,4,3,SAN GERMAN,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4561375,-3.6979358,False,https://www.idealista.com/inmueble/86305461/,good,False,True,"{'type': 'Point', 'coordinates': (40.4561375, -3.6979358)}"
4190,6,7000.0,flat,rent,300.0,True,5,5,Barquillo,Madrid,Madrid,Centro,Chueca-Justicia,40.4190476,-3.6961983,False,https://www.idealista.com/inmueble/85952169/,good,False,True,"{'type': 'Point', 'coordinates': (40.4190476, -3.6961983)}"
4191,3,1050.0,flat,rent,65.0,True,2,1,Calle del Cerro de la Carrasqueta,Madrid,Madrid,Fuencarral,Arroyo del Fresno,40.4877023,-3.7257701,False,https://www.idealista.com/inmueble/85944561/,good,False,True,"{'type': 'Point', 'coordinates': (40.4877023, -3.7257701)}"
4192,4,3500.0,flat,rent,400.0,True,5,4,Calle de Agastia,Madrid,Madrid,Ciudad Lineal,San Juan Bautista,40.4533615,-3.6594533,False,https://www.idealista.com/inmueble/85944666/,good,False,True,"{'type': 'Point', 'coordinates': (40.4533615, -3.6594533)}"
4193,4,2800.0,flat,rent,320.0,True,3,5,Calle de Guzmán el Bueno,Madrid,Madrid,Chamberí,Vallehermoso,40.4427851,-3.7111167,False,https://www.idealista.com/inmueble/85881808/,good,False,True,"{'type': 'Point', 'coordinates': (40.4427851, -3.7111167)}"
4194,3,7500.0,flat,rent,220.0,True,3,3,Serrano,Madrid,Madrid,Salamanca,Castellana,40.4372588,-3.6844149,False,https://www.idealista.com/inmueble/85785282/,good,False,True,"{'type': 'Point', 'coordinates': (40.4372588, -3.6844149)}"
4195,5,3471.0,flat,rent,157.0,True,3,2,Calle de Velázquez,Madrid,Madrid,Salamanca,Recoletos,40.4259002,-3.6837326,False,https://www.idealista.com/inmueble/85772226/,good,False,True,"{'type': 'Point', 'coordinates': (40.4259002, -3.6837326)}"
4196,3,1800.0,flat,rent,109.0,True,3,2,Calle Monasterio de Sobrado,Madrid,Madrid,Fuencarral,Montecarmelo,40.5095991,-3.6946619,False,https://www.idealista.com/inmueble/85748237/,good,False,True,"{'type': 'Point', 'coordinates': (40.5095991, -3.6946619)}"
4197,1,2000.0,flat,rent,150.0,True,3,2,Calle Antonio Arias,Madrid,Madrid,Retiro,Ibiza,40.4154342,-3.669517,False,https://www.idealista.com/inmueble/81993643/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4154342, -3.669517)}"
4200,4,1400.0,flat,rent,65.0,True,1,1,"Carrera de San Jerónimo, Madrid",Madrid,Madrid,Centro,Huertas-Cortes,40.4154262,-3.6995286,False,https://www.idealista.com/inmueble/85187633/,good,False,True,"{'type': 'Point', 'coordinates': (40.4154262, -3.6995286)}"
4201,8,2150.0,flat,rent,90.0,False,2,2,O´donnel,Madrid,Madrid,Retiro,Ibiza,40.419563,-3.6755727,False,https://www.idealista.com/inmueble/40008653/,good,False,True,"{'type': 'Point', 'coordinates': (40.419563, -3.6755727)}"
4202,2,5500.0,flat,rent,450.0,True,4,5,"Calle de Fernández de la Hoz, Madrid",Madrid,Madrid,Chamberí,Almagro,40.4393322,-3.6925195,False,https://www.idealista.com/inmueble/84947805/,good,False,True,"{'type': 'Point', 'coordinates': (40.4393322, -3.6925195)}"
4203,6,1250.0,flat,rent,54.0,False,1,1,"Plaza de España, Madrid",Madrid,Madrid,Moncloa,Argüelles,40.4239617,-3.7159863,False,https://www.idealista.com/inmueble/85858656/,good,False,True,"{'type': 'Point', 'coordinates': (40.4239617, -3.7159863)}"
4204,1,1400.0,flat,rent,113.0,True,2,2,Travesía de Téllez,Madrid,Madrid,Retiro,Pacífico,40.4005159,-3.682299,False,https://www.idealista.com/inmueble/83984657/,good,False,True,"{'type': 'Point', 'coordinates': (40.4005159, -3.682299)}"
4207,3,3375.0,flat,rent,102.0,True,2,2,Doctor Mata,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4087354,-3.6931817,False,https://www.idealista.com/inmueble/82702588/,good,False,True,"{'type': 'Point', 'coordinates': (40.4087354, -3.6931817)}"
4208,4,9480.0,flat,rent,200.0,False,3,3,Serrano,Madrid,Madrid,Salamanca,Recoletos,40.4233221,-3.687989,False,https://www.idealista.com/inmueble/81673408/,good,False,True,"{'type': 'Point', 'coordinates': (40.4233221, -3.687989)}"
4210,2,950.0,flat,rent,65.0,False,1,1,Calle de Luis Mitjans,Madrid,Madrid,Retiro,Adelfas,40.4009928,-3.6681289,False,https://www.idealista.com/inmueble/87648599/,unspecified,False,unspecified,"{'type': 'Point', 'coordinates': (40.4009928, -3.6681289)}"
4212,3,1250.0,flat,rent,137.0,True,3,2,Calle del Pintor Antonio Saura,Madrid,Madrid,Hortaleza,Sanchinarro,40.4847924,-3.6519445,False,https://www.idealista.com/inmueble/87592082/,good,False,True,"{'type': 'Point', 'coordinates': (40.4847924, -3.6519445)}"
4213,1,1100.0,flat,rent,75.0,True,2,2,Calle Alcalde Henche de la Plata,Madrid,Madrid,Hortaleza,Sanchinarro,40.48987,-3.65074,False,https://www.idealista.com/inmueble/87641381/,good,False,True,"{'type': 'Point', 'coordinates': (40.48987, -3.65074)}"
4214,2,1900.0,flat,rent,120.0,True,3,2,Calle de Toledo,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4132026,-3.706771,False,https://www.idealista.com/inmueble/87640404/,good,False,True,"{'type': 'Point', 'coordinates': (40.4132026, -3.706771)}"
4215,3,1400.0,flat,rent,130.0,True,2,2,Calle de Vicente Blasco Ibáñez,Madrid,Madrid,Hortaleza,Sanchinarro,40.4928742,-3.6521431,False,https://www.idealista.com/inmueble/37179613/,good,False,True,"{'type': 'Point', 'coordinates': (40.4928742, -3.6521431)}"
4216,6,2800.0,flat,rent,157.0,True,3,2,Paseo de la Habana,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4533791,-3.6835688,False,https://www.idealista.com/inmueble/87638318/,good,False,True,"{'type': 'Point', 'coordinates': (40.4533791, -3.6835688)}"
4217,1,750.0,flat,rent,40.0,False,1,1,Calle Nuestra Señora de Guadalupe,Madrid,Madrid,Salamanca,Guindalera,40.431548,-3.663957,False,https://www.idealista.com/inmueble/28347310/,good,False,False,"{'type': 'Point', 'coordinates': (40.431548, -3.663957)}"
4219,4,1650.0,flat,rent,126.0,True,3,2,Calle Carlos Caamaño,Madrid,Madrid,Chamartín,Nueva España,40.4646226,-3.6693324,False,https://www.idealista.com/inmueble/87636450/,good,False,True,"{'type': 'Point', 'coordinates': (40.4646226, -3.6693324)}"
4221,1,3750.0,flat,rent,260.0,True,5,4,Orense,Madrid,Madrid,Tetuán,Cuatro Caminos,40.452042,-3.6953589,False,https://www.idealista.com/inmueble/87635479/,good,False,True,"{'type': 'Point', 'coordinates': (40.452042, -3.6953589)}"
4223,8,3100.0,penthouse,rent,215.0,True,3,3,Calle del Príncipe de Vergara,Madrid,Madrid,Salamanca,Recoletos,40.4247381,-3.6823884,False,https://www.idealista.com/inmueble/38714537/,good,False,True,"{'type': 'Point', 'coordinates': (40.4247381, -3.6823884)}"
4224,1,1300.0,flat,rent,60.0,True,1,1,Calle Pajaritos,Madrid,Madrid,Retiro,Adelfas,40.4039813,-3.673441,False,https://www.idealista.com/inmueble/87634971/,good,False,True,"{'type': 'Point', 'coordinates': (40.4039813, -3.673441)}"
4226,2,1175.0,flat,rent,81.0,True,3,1,Calle Sierra Bullones,Madrid,Madrid,Tetuán,Valdeacederas,40.4663776,-3.7003524,False,https://www.idealista.com/inmueble/87631947/,good,False,False,"{'type': 'Point', 'coordinates': (40.4663776, -3.7003524)}"
4227,3,1800.0,flat,rent,125.0,False,4,2,Calle IBIZA,Madrid,Madrid,Retiro,Ibiza,40.4184066,-3.6721276,False,https://www.idealista.com/inmueble/87629297/,good,False,True,"{'type': 'Point', 'coordinates': (40.4184066, -3.6721276)}"
4228,1,700.0,flat,rent,45.0,True,1,1,Costanilla de Santiago,Madrid,Madrid,Centro,Palacio,40.4149756,-3.7103612,False,https://www.idealista.com/inmueble/87627833/,good,False,False,"{'type': 'Point', 'coordinates': (40.4149756, -3.7103612)}"
4230,2,2900.0,flat,rent,161.0,True,2,2,Calle de Fernando el Santo,Madrid,Madrid,Chamberí,Almagro,40.4283719,-3.6928412,False,https://www.idealista.com/inmueble/87626471/,good,False,True,"{'type': 'Point', 'coordinates': (40.4283719, -3.6928412)}"
4231,8,900.0,flat,rent,60.0,False,2,1,Plaza de Arteijo,Madrid,Madrid,Fuencarral,Pilar,40.4764921,-3.7053509,False,https://www.idealista.com/inmueble/87621354/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4764921, -3.7053509)}"
4232,4,1600.0,flat,rent,130.0,True,5,3,Calle de Carmen Cobeña,Madrid,Madrid,Arganzuela,Acacias,40.3997232,-3.7122594,False,https://www.idealista.com/inmueble/87623078/,good,False,True,"{'type': 'Point', 'coordinates': (40.3997232, -3.7122594)}"
4233,2,1065.0,flat,rent,116.0,True,4,2,Calle Butrón,Madrid,Madrid,San Blas,Rosas,40.4235861,-3.6109504,False,https://www.idealista.com/inmueble/87622749/,good,False,False,"{'type': 'Point', 'coordinates': (40.4235861, -3.6109504)}"
4235,5,1600.0,penthouse,rent,90.0,True,2,1,Povedilla,Madrid,Madrid,Salamanca,Goya,40.4231241,-3.6701647,False,https://www.idealista.com/inmueble/87602982/,good,False,True,"{'type': 'Point', 'coordinates': (40.4231241, -3.6701647)}"
4236,2,995.0,flat,rent,96.0,True,3,2,Calle Tercio,Madrid,Madrid,Carabanchel,San Isidro,40.3936254,-3.7267436,False,https://www.idealista.com/inmueble/87613352/,good,False,False,"{'type': 'Point', 'coordinates': (40.3936254, -3.7267436)}"
4238,3,1300.0,flat,rent,90.0,True,3,1,Calle Fuenterrabía,Madrid,Madrid,Retiro,Pacífico,40.4082826,-3.6829879,False,https://www.idealista.com/inmueble/87611525/,good,False,True,"{'type': 'Point', 'coordinates': (40.4082826, -3.6829879)}"
4240,5,850.0,flat,rent,50.0,True,2,1,Calle de Siena,Madrid,Madrid,Ciudad Lineal,Concepción,40.4339905,-3.6569505,False,https://www.idealista.com/inmueble/87610418/,good,False,True,"{'type': 'Point', 'coordinates': (40.4339905, -3.6569505)}"
4241,10,1450.0,flat,rent,118.0,True,3,2,Calle Ginzo de Limia,Madrid,Madrid,Fuencarral,Pilar,40.4770613,-3.7024372,False,https://www.idealista.com/inmueble/87610081/,good,False,True,"{'type': 'Point', 'coordinates': (40.4770613, -3.7024372)}"
4243,0,1300.0,flat,rent,135.0,True,2,2,Calle de Américo Castro,Madrid,Madrid,Hortaleza,Sanchinarro,40.4970804,-3.654315,False,https://www.idealista.com/inmueble/87609059/,good,False,True,"{'type': 'Point', 'coordinates': (40.4970804, -3.654315)}"
4244,3,2500.0,flat,rent,210.0,True,4,2,Calle Francisca Moreno,Madrid,Madrid,Salamanca,Goya,40.4235139,-3.6780315,False,https://www.idealista.com/inmueble/87608852/,good,False,True,"{'type': 'Point', 'coordinates': (40.4235139, -3.6780315)}"
4246,3,2500.0,flat,rent,160.0,True,4,2,Calle del General Díaz Porlier,Madrid,Madrid,Salamanca,Lista,40.4282152,-3.6759449,False,https://www.idealista.com/inmueble/87608087/,good,False,True,"{'type': 'Point', 'coordinates': (40.4282152, -3.6759449)}"
4248,0,800.0,flat,rent,51.0,False,1,1,Calle de los Jardines,Madrid,Madrid,Centro,Sol,40.4199558,-3.7018846,False,https://www.idealista.com/inmueble/87607876/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4199558, -3.7018846)}"
4250,2,2500.0,flat,rent,150.0,True,3,3,Calle de Hermosilla,Madrid,Madrid,Salamanca,Recoletos,40.4250367,-3.6839326,False,https://www.idealista.com/inmueble/87607363/,good,False,True,"{'type': 'Point', 'coordinates': (40.4250367, -3.6839326)}"
4253,4,1000.0,flat,rent,55.0,False,1,1,Calle Fuencarral,Madrid,Madrid,Centro,Malasaña-Universidad,40.4290696,-3.7032126,False,https://www.idealista.com/inmueble/87603000/,good,False,True,"{'type': 'Point', 'coordinates': (40.4290696, -3.7032126)}"
4257,1,1000.0,flat,rent,65.0,True,2,1,ARDEMANS,Madrid,Madrid,Salamanca,Guindalera,40.4383357,-3.6762056,False,https://www.idealista.com/inmueble/37481463/,good,False,False,"{'type': 'Point', 'coordinates': (40.4383357, -3.6762056)}"
4259,5,1290.0,flat,rent,108.0,True,2,2,Avenida Isabel de Valois,Madrid,Madrid,Hortaleza,Sanchinarro,40.4915688,-3.6590475,False,https://www.idealista.com/inmueble/87596198/,good,False,True,"{'type': 'Point', 'coordinates': (40.4915688, -3.6590475)}"
4261,4,1150.0,flat,rent,100.0,True,3,2,Calle de Mota del Cuervo,Madrid,Madrid,Hortaleza,Canillas,40.4642478,-3.6322556,False,https://www.idealista.com/inmueble/87593665/,good,False,True,"{'type': 'Point', 'coordinates': (40.4642478, -3.6322556)}"
4262,6,1300.0,flat,rent,90.0,True,2,1,Calle del General Ramírez de Madrid,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4560465,-3.6994937,False,https://www.idealista.com/inmueble/87590626/,good,False,True,"{'type': 'Point', 'coordinates': (40.4560465, -3.6994937)}"
4263,1,1100.0,flat,rent,62.0,True,1,1,Calle de Ávila,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4526668,-3.7032299,False,https://www.idealista.com/inmueble/87590001/,good,False,True,"{'type': 'Point', 'coordinates': (40.4526668, -3.7032299)}"
4266,9,1200.0,flat,rent,55.0,True,2,1,Ronda de Toledo,Madrid,Madrid,Arganzuela,Acacias,40.4049926,-3.7079434,False,https://www.idealista.com/inmueble/87571637/,good,False,True,"{'type': 'Point', 'coordinates': (40.4049926, -3.7079434)}"
4267,4,1050.0,flat,rent,85.0,True,3,1,Calle Avellana,Madrid,Madrid,Ciudad Lineal,Quintana,40.4420018,-3.6438872,False,https://www.idealista.com/inmueble/87499786/,good,False,unspecified,"{'type': 'Point', 'coordinates': (40.4420018, -3.6438872)}"
4268,0,1050.0,flat,rent,45.0,False,1,1,Calle de Vallehermoso,Madrid,Madrid,Chamberí,Arapiles,40.4363481,-3.7077511,False,https://www.idealista.com/inmueble/87586869/,good,False,True,"{'type': 'Point', 'coordinates': (40.4363481, -3.7077511)}"
4269,7,1150.0,flat,rent,83.0,True,3,1,Calle de Colombia,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4576135,-3.6745986,False,https://www.idealista.com/inmueble/87586474/,good,False,True,"{'type': 'Point', 'coordinates': (40.4576135, -3.6745986)}"
4270,3,1850.0,flat,rent,107.0,True,3,2,Calle de Hermosilla,Madrid,Madrid,Salamanca,Goya,40.4242883,-3.6711166,False,https://www.idealista.com/inmueble/87561281/,good,False,True,"{'type': 'Point', 'coordinates': (40.4242883, -3.6711166)}"
4272,3,1500.0,flat,rent,110.0,True,2,1,Calle de la Batalla del Salado,Madrid,Madrid,Arganzuela,Palos de Moguer,40.4017364,-3.6943577,False,https://www.idealista.com/inmueble/87575563/,good,False,True,"{'type': 'Point', 'coordinates': (40.4017364, -3.6943577)}"
4273,1,1250.0,flat,rent,115.0,True,3,2,Calle Vázquez de Mella,Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.4336055,-3.6394778,False,https://www.idealista.com/inmueble/87574932/,good,False,True,"{'type': 'Point', 'coordinates': (40.4336055, -3.6394778)}"
4274,5,990.0,flat,rent,60.0,True,1,1,Calle Grañón,Madrid,Madrid,Fuencarral,Las Tablas,40.50611,-3.67592,False,https://www.idealista.com/inmueble/87571090/,good,False,True,"{'type': 'Point', 'coordinates': (40.50611, -3.67592)}"
4275,4,3000.0,flat,rent,133.0,True,3,2,Calle de Castelló,Madrid,Madrid,Salamanca,Recoletos,40.4223776,-3.6804551,False,https://www.idealista.com/inmueble/87566615/,good,False,True,"{'type': 'Point', 'coordinates': (40.4223776, -3.6804551)}"
4276,3,2300.0,flat,rent,200.0,True,3,2,Plaza del Conde del Valle de Súchil,Madrid,Madrid,Chamberí,Arapiles,40.4295696,-3.7055698,False,https://www.idealista.com/inmueble/87569602/,good,False,True,"{'type': 'Point', 'coordinates': (40.4295696, -3.7055698)}"
4277,1,1050.0,flat,rent,75.0,True,1,1,Paseo de la Castellana,Madrid,Madrid,Chamartín,Castilla,40.4725595,-3.6849376,False,https://www.idealista.com/inmueble/87569621/,good,False,True,"{'type': 'Point', 'coordinates': (40.4725595, -3.6849376)}"
4278,3,1800.0,flat,rent,130.0,True,3,2,Calle de Montesa,Madrid,Madrid,Salamanca,Goya,40.427585,-3.6714621,False,https://www.idealista.com/inmueble/87569159/,good,False,True,"{'type': 'Point', 'coordinates': (40.427585, -3.6714621)}"
4279,4,4900.0,flat,rent,300.0,True,3,4,velazquez,Madrid,Madrid,Salamanca,Recoletos,40.4216953,-3.683604,False,https://www.idealista.com/inmueble/38570609/,good,False,True,"{'type': 'Point', 'coordinates': (40.4216953, -3.683604)}"
4280,0,900.0,flat,rent,45.0,True,1,1,Calle Marianela,Madrid,Madrid,Tetuán,Bellas Vistas,40.4512781,-3.70556,False,https://www.idealista.com/inmueble/87566846/,good,False,False,"{'type': 'Point', 'coordinates': (40.4512781, -3.70556)}"
4282,0,900.0,flat,rent,45.0,False,1,1,Calle de Velarde,Madrid,Madrid,Centro,Malasaña-Universidad,40.4246912,-3.7018425,False,https://www.idealista.com/inmueble/87566775/,good,False,True,"{'type': 'Point', 'coordinates': (40.4246912, -3.7018425)}"
4283,5,1400.0,flat,rent,60.0,True,1,1,Calle de Infanta Mercedes,Madrid,Madrid,Tetuán,Cuzco-Castillejos,40.4656689,-3.6936503,False,https://www.idealista.com/inmueble/87566730/,good,False,True,"{'type': 'Point', 'coordinates': (40.4656689, -3.6936503)}"
4286,6,1200.0,flat,rent,66.0,True,1,1,Calle del Poeta Joan Maragall,Madrid,Madrid,Tetuán,Cuzco-Castillejos,40.4608429,-3.6901813,False,https://www.idealista.com/inmueble/87542968/,good,False,True,"{'type': 'Point', 'coordinates': (40.4608429, -3.6901813)}"
4287,3,2250.0,flat,rent,100.0,True,2,2,barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.443386,-3.704204,False,https://www.idealista.com/inmueble/87532935/,good,False,True,"{'type': 'Point', 'coordinates': (40.443386, -3.704204)}"
4288,2,2350.0,flat,rent,100.0,True,2,2,Calle Virgen de los Peligros,Madrid,Madrid,Centro,Huertas-Cortes,40.417502,-3.6998713,False,https://www.idealista.com/inmueble/87531706/,good,False,True,"{'type': 'Point', 'coordinates': (40.417502, -3.6998713)}"
4289,1,2300.0,flat,rent,160.0,True,4,2,Calle de Serrano,Madrid,Madrid,Chamartín,El Viso,40.4454216,-3.6834883,False,https://www.idealista.com/inmueble/87528641/,good,False,True,"{'type': 'Point', 'coordinates': (40.4454216, -3.6834883)}"
4290,4,2300.0,duplex,rent,230.0,True,4,3,Peñalara,Madrid,Madrid,Moncloa,Aravaca,40.46251,-3.79825,False,https://www.idealista.com/inmueble/87524549/,good,False,True,"{'type': 'Point', 'coordinates': (40.46251, -3.79825)}"
4291,5,3500.0,flat,rent,253.0,True,4,4,Paseo de la Habana,Madrid,Madrid,Chamartín,El Viso,40.4489787,-3.6894614,False,https://www.idealista.com/inmueble/87515684/,good,False,True,"{'type': 'Point', 'coordinates': (40.4489787, -3.6894614)}"
