,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,neighborhood,latitude,longitude,showAddress,url,status,newDevelopment,hasLift,geometry
0,2,1300.0,flat,rent,56.0,False,2,1,Caroli,Madrid,Madrid,Moncloa,Aravaca,40.4552282,-3.7844942,False,https://www.idealista.com/inmueble/87636636/,good,False,False,"{'type': 'Point', 'coordinates': (40.4552282, -3.7844942)}"
2,4,1600.0,flat,rent,110.0,True,3,2,barrio Cuatro Caminos,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4524044,-3.6977553,False,https://www.idealista.com/inmueble/87657390/,good,False,True,"{'type': 'Point', 'coordinates': (40.4524044, -3.6977553)}"
3,3,1200.0,flat,rent,65.0,False,2,1,Calle de los Cabestreros,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4071148,-3.7044974,False,https://www.idealista.com/inmueble/87657334/,good,False,False,"{'type': 'Point', 'coordinates': (40.4071148, -3.7044974)}"
4,4,1500.0,penthouse,rent,86.0,True,2,1,Calle Malcampo,Madrid,Madrid,Chamartín,Ciudad Jardín,40.4472445,-3.6750689,False,https://www.idealista.com/inmueble/87657328/,good,False,True,"{'type': 'Point', 'coordinates': (40.4472445, -3.6750689)}"
5,2,1700.0,flat,rent,65.0,False,2,1,Calle del Divino Pastor,Madrid,Madrid,Centro,Malasaña-Universidad,40.4288303,-3.7050331,False,https://www.idealista.com/inmueble/87657354/,good,False,True,"{'type': 'Point', 'coordinates': (40.4288303, -3.7050331)}"
6,4,970.0,flat,rent,58.0,False,2,1,Calle de Cuchilleros,Madrid,Madrid,Centro,Sol,40.416321,-3.706578,False,https://www.idealista.com/inmueble/87657327/,good,False,True,"{'type': 'Point', 'coordinates': (40.416321, -3.706578)}"
7,5,5400.0,flat,rent,340.0,True,5,5,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.4273306,-3.6862619,False,https://www.idealista.com/inmueble/87657322/,good,False,True,"{'type': 'Point', 'coordinates': (40.4273306, -3.6862619)}"
8,3,1200.0,flat,rent,70.0,True,1,1,mayor,Madrid,Madrid,Centro,Palacio,40.4153013,-3.7106964,False,https://www.idealista.com/inmueble/87657321/,good,False,True,"{'type': 'Point', 'coordinates': (40.4153013, -3.7106964)}"
10,3,999.0,flat,rent,50.0,True,1,1,barrio Palacio,Madrid,Madrid,Centro,Palacio,40.4195531,-3.7086792,False,https://www.idealista.com/inmueble/87657283/,good,False,True,"{'type': 'Point', 'coordinates': (40.4195531, -3.7086792)}"
11,1,950.0,duplex,rent,80.0,True,1,2,JULIAN CAMARILLO,Madrid,Madrid,San Blas,Simancas,40.4375747,-3.6212785,False,https://www.idealista.com/inmueble/87657308/,good,False,True,"{'type': 'Point', 'coordinates': (40.4375747, -3.6212785)}"
12,1,1300.0,flat,rent,85.0,True,3,1,Ortega y Gasset,Madrid,Madrid,Salamanca,Lista,40.4278081,-3.6724735,False,https://www.idealista.com/inmueble/87657307/,good,False,True,"{'type': 'Point', 'coordinates': (40.4278081, -3.6724735)}"
13,0,1200.0,flat,rent,65.0,False,2,1,Calle del Tutor,Madrid,Madrid,Moncloa,Argüelles,40.4309583,-3.7152548,False,https://www.idealista.com/inmueble/87657159/,good,False,True,"{'type': 'Point', 'coordinates': (40.4309583, -3.7152548)}"
14,6,1100.0,flat,rent,76.0,True,1,1,Calle de López de Hoyos,Madrid,Madrid,Chamartín,Prosperidad,40.4449963,-3.6731838,False,https://www.idealista.com/inmueble/87657230/,good,False,True,"{'type': 'Point', 'coordinates': (40.4449963, -3.6731838)}"
15,4,3300.0,flat,rent,200.0,True,4,2,Avenida PIO XII,Madrid,Madrid,Chamartín,Nueva España,40.4648684,-3.6688569,False,https://www.idealista.com/inmueble/87657266/,good,False,True,"{'type': 'Point', 'coordinates': (40.4648684, -3.6688569)}"
16,8,2800.0,flat,rent,150.0,True,3,2,Calle del Príncipe de Vergara,Madrid,Madrid,Salamanca,Recoletos,40.425236,-3.6794088,False,https://www.idealista.com/inmueble/87657265/,good,False,True,"{'type': 'Point', 'coordinates': (40.425236, -3.6794088)}"
18,5,1250.0,flat,rent,45.0,False,1,1,Calle de Julián Besteiro,Madrid,Madrid,Tetuán,Cuzco-Castillejos,40.4575318,-3.6971671,False,https://www.idealista.com/inmueble/87657246/,good,False,True,"{'type': 'Point', 'coordinates': (40.4575318, -3.6971671)}"
20,5,3250.0,flat,rent,180.0,True,3,2,Via Gran,Madrid,Madrid,Centro,Malasaña-Universidad,40.4213391,-3.7080923,False,https://www.idealista.com/inmueble/87657218/,good,False,True,"{'type': 'Point', 'coordinates': (40.4213391, -3.7080923)}"
22,1,1280.0,flat,rent,55.0,False,2,1,barrio Trafalgar,Madrid,Madrid,Chamberí,Trafalgar,40.4346119,-3.6988407,False,https://www.idealista.com/inmueble/87657202/,good,False,True,"{'type': 'Point', 'coordinates': (40.4346119, -3.6988407)}"
23,1,790.0,flat,rent,50.0,True,2,1,Avenida de Betanzos,Madrid,Madrid,Fuencarral,Pilar,40.4725953,-3.7103445,False,https://www.idealista.com/inmueble/87657200/,good,False,True,"{'type': 'Point', 'coordinates': (40.4725953, -3.7103445)}"
24,3,2200.0,flat,rent,125.0,True,2,2,barrio Cuatro Caminos,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4559459,-3.6929788,False,https://www.idealista.com/inmueble/87657183/,good,False,True,"{'type': 'Point', 'coordinates': (40.4559459, -3.6929788)}"
26,0,895.0,flat,rent,70.0,True,3,1,Calle de Arriaga,Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.4267365,-3.6435302,False,https://www.idealista.com/inmueble/87657177/,good,False,True,"{'type': 'Point', 'coordinates': (40.4267365, -3.6435302)}"
27,2,2500.0,flat,rent,147.0,True,3,4,barrio Palacio,Madrid,Madrid,Centro,Palacio,40.4137902,-3.7077723,False,https://www.idealista.com/inmueble/87657168/,good,False,True,"{'type': 'Point', 'coordinates': (40.4137902, -3.7077723)}"
28,2,1250.0,duplex,rent,90.0,True,2,2,Calle Antonio Zapata,Madrid,Madrid,Chamartín,Prosperidad,40.4435656,-3.6725643,False,https://www.idealista.com/inmueble/87657080/,good,False,False,"{'type': 'Point', 'coordinates': (40.4435656, -3.6725643)}"
29,1,999.0,flat,rent,40.0,True,1,1,Calle de Lope de Vega,Madrid,Madrid,Centro,Huertas-Cortes,40.414716,-3.6988696,False,https://www.idealista.com/inmueble/87657146/,good,False,True,"{'type': 'Point', 'coordinates': (40.414716, -3.6988696)}"
30,3,2500.0,penthouse,rent,150.0,True,3,2,Calle de Garibay,Madrid,Madrid,Retiro,Adelfas,40.4046153,-3.6729684,False,https://www.idealista.com/inmueble/87657145/,good,False,True,"{'type': 'Point', 'coordinates': (40.4046153, -3.6729684)}"
31,3,700.0,flat,rent,45.0,True,1,1,Calle Manuel Uribe,Madrid,Madrid,Ciudad Lineal,Atalaya,40.4663869,-3.6642185,False,https://www.idealista.com/inmueble/87657137/,good,False,True,"{'type': 'Point', 'coordinates': (40.4663869, -3.6642185)}"
32,4,1500.0,flat,rent,67.0,False,1,1,Calle del Príncipe de Vergara,Madrid,Madrid,Salamanca,Castellana,40.4389698,-3.6788703,False,https://www.idealista.com/inmueble/87657122/,good,False,True,"{'type': 'Point', 'coordinates': (40.4389698, -3.6788703)}"
33,4,2200.0,flat,rent,136.0,True,3,2,Calle del Conde de Peñalver,Madrid,Madrid,Salamanca,Goya,40.4296247,-3.6738938,False,https://www.idealista.com/inmueble/87657128/,good,False,True,"{'type': 'Point', 'coordinates': (40.4296247, -3.6738938)}"
34,3,875.0,flat,rent,70.0,True,3,1,Calle Joaquín Martín,Madrid,Madrid,Carabanchel,Opañel,40.3961341,-3.7181207,False,https://www.idealista.com/inmueble/87657109/,good,False,False,"{'type': 'Point', 'coordinates': (40.3961341, -3.7181207)}"
35,2,2200.0,flat,rent,160.0,True,4,2,Calle del Marqués de Cubas,Madrid,Madrid,Centro,Huertas-Cortes,40.417716,-3.6965609,False,https://www.idealista.com/inmueble/87657115/,good,False,True,"{'type': 'Point', 'coordinates': (40.417716, -3.6965609)}"
36,2,1900.0,flat,rent,120.0,True,3,2,Calle de Toledo,Madrid,Madrid,Centro,Palacio,40.4117378,-3.7078137,False,https://www.idealista.com/inmueble/87657097/,good,False,True,"{'type': 'Point', 'coordinates': (40.4117378, -3.7078137)}"
37,1,1150.0,flat,rent,60.0,True,1,1,Calle Capiscol,Madrid,Madrid,Fuencarral,Las Tablas,40.5097614,-3.6769335,False,https://www.idealista.com/inmueble/87657064/,good,False,True,"{'type': 'Point', 'coordinates': (40.5097614, -3.6769335)}"
38,1,1300.0,flat,rent,80.0,False,2,1,Calle de las Hileras,Madrid,Madrid,Centro,Sol,40.416493,-3.7081655,False,https://www.idealista.com/inmueble/87657066/,good,False,False,"{'type': 'Point', 'coordinates': (40.416493, -3.7081655)}"
39,2,3864.0,flat,rent,142.0,False,1,1,Calle del Pinar,Madrid,Madrid,Chamartín,El Viso,40.44116,-3.68717,False,https://www.idealista.com/inmueble/87657055/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.44116, -3.68717)}"
40,4,1300.0,flat,rent,143.0,True,3,2,"Calle Obolo, 35",Madrid,Madrid,Carabanchel,Pau de Carabanchel,40.3705634,-3.7405933,True,https://www.idealista.com/inmueble/87657019/,good,False,True,"{'type': 'Point', 'coordinates': (40.3705634, -3.7405933)}"
41,10,1700.0,flat,rent,139.0,True,3,2,Calle Sirio,Madrid,Madrid,Retiro,Estrella,40.4108704,-3.6642955,False,https://www.idealista.com/inmueble/87657005/,good,False,True,"{'type': 'Point', 'coordinates': (40.4108704, -3.6642955)}"
42,9,1150.0,flat,rent,84.0,True,1,1,Alcalá,Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.4380448,-3.6367907,False,https://www.idealista.com/inmueble/87656996/,good,False,True,"{'type': 'Point', 'coordinates': (40.4380448, -3.6367907)}"
45,3,1995.0,flat,rent,140.0,True,3,2,Lagasca,Madrid,Madrid,Salamanca,Castellana,40.4320015,-3.6834459,False,https://www.idealista.com/inmueble/87656962/,good,False,True,"{'type': 'Point', 'coordinates': (40.4320015, -3.6834459)}"
46,1,780.0,flat,rent,50.0,True,1,1,Calle Campo Real,Madrid,Madrid,Tetuán,Berruguete,40.4612385,-3.7106098,False,https://www.idealista.com/inmueble/87656974/,good,False,unspecified,"{'type': 'Point', 'coordinates': (40.4612385, -3.7106098)}"
47,5,799.0,flat,rent,35.0,False,1,1,Calle Rafael Herrera,Madrid,Madrid,Chamartín,Castilla,40.4671308,-3.6864893,False,https://www.idealista.com/inmueble/87656961/,renew,False,True,"{'type': 'Point', 'coordinates': (40.4671308, -3.6864893)}"
51,1,1280.0,flat,rent,55.0,False,2,1,barrio Trafalgar,Madrid,Madrid,Chamberí,Trafalgar,40.4346119,-3.6988407,False,https://www.idealista.com/inmueble/87657202/,good,False,True,"{'type': 'Point', 'coordinates': (40.4346119, -3.6988407)}"
52,1,790.0,flat,rent,50.0,True,2,1,Avenida de Betanzos,Madrid,Madrid,Fuencarral,Pilar,40.4725953,-3.7103445,False,https://www.idealista.com/inmueble/87657200/,good,False,True,"{'type': 'Point', 'coordinates': (40.4725953, -3.7103445)}"
53,3,2200.0,flat,rent,125.0,True,2,2,barrio Cuatro Caminos,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4559459,-3.6929788,False,https://www.idealista.com/inmueble/87657183/,good,False,True,"{'type': 'Point', 'coordinates': (40.4559459, -3.6929788)}"
55,3,1500.0,flat,rent,120.0,True,3,2,barrio Imperial,Madrid,Madrid,Arganzuela,Imperial,40.4087123,-3.71969,False,https://www.idealista.com/inmueble/87657195/,good,False,True,"{'type': 'Point', 'coordinates': (40.4087123, -3.71969)}"
56,0,895.0,flat,rent,70.0,True,3,1,Calle de Arriaga,Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.4267365,-3.6435302,False,https://www.idealista.com/inmueble/87657177/,good,False,True,"{'type': 'Point', 'coordinates': (40.4267365, -3.6435302)}"
57,2,2500.0,flat,rent,147.0,True,3,4,barrio Palacio,Madrid,Madrid,Centro,Palacio,40.4137902,-3.7077723,False,https://www.idealista.com/inmueble/87657168/,good,False,True,"{'type': 'Point', 'coordinates': (40.4137902, -3.7077723)}"
58,2,1250.0,duplex,rent,90.0,True,2,2,Calle Antonio Zapata,Madrid,Madrid,Chamartín,Prosperidad,40.4435656,-3.6725643,False,https://www.idealista.com/inmueble/87657080/,good,False,False,"{'type': 'Point', 'coordinates': (40.4435656, -3.6725643)}"
59,1,999.0,flat,rent,40.0,True,1,1,Calle de Lope de Vega,Madrid,Madrid,Centro,Huertas-Cortes,40.414716,-3.6988696,False,https://www.idealista.com/inmueble/87657146/,good,False,True,"{'type': 'Point', 'coordinates': (40.414716, -3.6988696)}"
60,3,2500.0,penthouse,rent,150.0,True,3,2,Calle de Garibay,Madrid,Madrid,Retiro,Adelfas,40.4046153,-3.6729684,False,https://www.idealista.com/inmueble/87657145/,good,False,True,"{'type': 'Point', 'coordinates': (40.4046153, -3.6729684)}"
61,3,700.0,flat,rent,45.0,True,1,1,Calle Manuel Uribe,Madrid,Madrid,Ciudad Lineal,Atalaya,40.4663869,-3.6642185,False,https://www.idealista.com/inmueble/87657137/,good,False,True,"{'type': 'Point', 'coordinates': (40.4663869, -3.6642185)}"
62,4,1500.0,flat,rent,67.0,False,1,1,Calle del Príncipe de Vergara,Madrid,Madrid,Salamanca,Castellana,40.4389698,-3.6788703,False,https://www.idealista.com/inmueble/87657122/,good,False,True,"{'type': 'Point', 'coordinates': (40.4389698, -3.6788703)}"
63,4,2200.0,flat,rent,136.0,True,3,2,Calle del Conde de Peñalver,Madrid,Madrid,Salamanca,Goya,40.4296247,-3.6738938,False,https://www.idealista.com/inmueble/87657128/,good,False,True,"{'type': 'Point', 'coordinates': (40.4296247, -3.6738938)}"
64,3,875.0,flat,rent,70.0,True,3,1,Calle Joaquín Martín,Madrid,Madrid,Carabanchel,Opañel,40.3961341,-3.7181207,False,https://www.idealista.com/inmueble/87657109/,good,False,False,"{'type': 'Point', 'coordinates': (40.3961341, -3.7181207)}"
65,2,2200.0,flat,rent,160.0,True,4,2,Calle del Marqués de Cubas,Madrid,Madrid,Centro,Huertas-Cortes,40.417716,-3.6965609,False,https://www.idealista.com/inmueble/87657115/,good,False,True,"{'type': 'Point', 'coordinates': (40.417716, -3.6965609)}"
66,2,1900.0,flat,rent,120.0,True,3,2,Calle de Toledo,Madrid,Madrid,Centro,Palacio,40.4117378,-3.7078137,False,https://www.idealista.com/inmueble/87657097/,good,False,True,"{'type': 'Point', 'coordinates': (40.4117378, -3.7078137)}"
67,1,1150.0,flat,rent,60.0,True,1,1,Calle Capiscol,Madrid,Madrid,Fuencarral,Las Tablas,40.5097614,-3.6769335,False,https://www.idealista.com/inmueble/87657064/,good,False,True,"{'type': 'Point', 'coordinates': (40.5097614, -3.6769335)}"
68,1,1300.0,flat,rent,80.0,False,2,1,Calle de las Hileras,Madrid,Madrid,Centro,Sol,40.416493,-3.7081655,False,https://www.idealista.com/inmueble/87657066/,good,False,False,"{'type': 'Point', 'coordinates': (40.416493, -3.7081655)}"
69,2,3864.0,flat,rent,142.0,False,1,1,Calle del Pinar,Madrid,Madrid,Chamartín,El Viso,40.44116,-3.68717,False,https://www.idealista.com/inmueble/87657055/,unspecified,False,False,"{'type': 'Point', 'coordinates': (40.44116, -3.68717)}"
70,4,1300.0,flat,rent,143.0,True,3,2,"Calle Obolo, 35",Madrid,Madrid,Carabanchel,Pau de Carabanchel,40.3705634,-3.7405933,True,https://www.idealista.com/inmueble/87657019/,good,False,True,"{'type': 'Point', 'coordinates': (40.3705634, -3.7405933)}"
71,10,1700.0,flat,rent,139.0,True,3,2,Calle Sirio,Madrid,Madrid,Retiro,Estrella,40.4108704,-3.6642955,False,https://www.idealista.com/inmueble/87657005/,good,False,True,"{'type': 'Point', 'coordinates': (40.4108704, -3.6642955)}"
72,2,850.0,flat,rent,65.0,True,2,1,Bravo Murillo,Madrid,Madrid,Tetuán,Ventilla-Almenara,40.4670407,-3.6925411,False,https://www.idealista.com/inmueble/87656978/,good,False,True,"{'type': 'Point', 'coordinates': (40.4670407, -3.6925411)}"
73,9,1150.0,flat,rent,84.0,True,1,1,Alcalá,Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.4380448,-3.6367907,False,https://www.idealista.com/inmueble/87656996/,good,False,True,"{'type': 'Point', 'coordinates': (40.4380448, -3.6367907)}"
76,3,1995.0,flat,rent,140.0,True,3,2,Lagasca,Madrid,Madrid,Salamanca,Castellana,40.4320015,-3.6834459,False,https://www.idealista.com/inmueble/87656962/,good,False,True,"{'type': 'Point', 'coordinates': (40.4320015, -3.6834459)}"
77,1,780.0,flat,rent,50.0,True,1,1,Calle Campo Real,Madrid,Madrid,Tetuán,Berruguete,40.4612385,-3.7106098,False,https://www.idealista.com/inmueble/87656974/,good,False,unspecified,"{'type': 'Point', 'coordinates': (40.4612385, -3.7106098)}"
78,5,799.0,flat,rent,35.0,False,1,1,Calle Rafael Herrera,Madrid,Madrid,Chamartín,Castilla,40.4671308,-3.6864893,False,https://www.idealista.com/inmueble/87656961/,renew,False,True,"{'type': 'Point', 'coordinates': (40.4671308, -3.6864893)}"
81,2,790.0,flat,rent,53.0,False,1,1,Calle de Toledo,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.410134,-3.7108798,False,https://www.idealista.com/inmueble/87656928/,good,False,True,"{'type': 'Point', 'coordinates': (40.410134, -3.7108798)}"
82,4,1150.0,flat,rent,58.0,True,1,1,barrio Castilla,Madrid,Madrid,Chamartín,Castilla,40.4673575,-3.6865184,False,https://www.idealista.com/inmueble/87656911/,good,False,True,"{'type': 'Point', 'coordinates': (40.4673575, -3.6865184)}"
83,7,725.0,flat,rent,36.0,True,1,1,barrio Argüelles,Madrid,Madrid,Moncloa,Argüelles,40.422812,-3.7149827,False,https://www.idealista.com/inmueble/87656915/,good,False,True,"{'type': 'Point', 'coordinates': (40.422812, -3.7149827)}"
84,4,1150.0,flat,rent,70.0,True,3,2,barrio Adelfas,Madrid,Madrid,Retiro,Adelfas,40.4018177,-3.668656,False,https://www.idealista.com/inmueble/87656904/,good,False,True,"{'type': 'Point', 'coordinates': (40.4018177, -3.668656)}"
85,3,750.0,duplex,rent,40.0,False,1,1,Calle SANTA ENGRACIA,Madrid,Madrid,Chamberí,Trafalgar,40.4375188,-3.6992374,False,https://www.idealista.com/inmueble/87656909/,good,False,False,"{'type': 'Point', 'coordinates': (40.4375188, -3.6992374)}"
86,4,3750.0,flat,rent,220.0,True,4,4,barrio Cuatro Caminos,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4473672,-3.6956962,False,https://www.idealista.com/inmueble/87656902/,good,False,True,"{'type': 'Point', 'coordinates': (40.4473672, -3.6956962)}"
87,1,1200.0,flat,rent,33.0,False,1,1,Calle de Pelayo,Madrid,Madrid,Centro,Chueca-Justicia,40.4245689,-3.6964053,False,https://www.idealista.com/inmueble/87656849/,good,False,unspecified,"{'type': 'Point', 'coordinates': (40.4245689, -3.6964053)}"
88,7,1950.0,penthouse,rent,95.0,True,2,2,Calle de la Princesa,Madrid,Madrid,Moncloa,Argüelles,40.432887,-3.7167669,False,https://www.idealista.com/inmueble/87656586/,good,False,True,"{'type': 'Point', 'coordinates': (40.432887, -3.7167669)}"
89,5,1300.0,flat,rent,88.0,True,2,1,barrio Prosperidad,Madrid,Madrid,Chamartín,Prosperidad,40.4428706,-3.6787087,False,https://www.idealista.com/inmueble/87656836/,good,False,True,"{'type': 'Point', 'coordinates': (40.4428706, -3.6787087)}"
91,4,975.0,flat,rent,95.0,True,3,2,Avenida del Cardenal Herrera Oria,Madrid,Madrid,Fuencarral,Peñagrande,40.4781737,-3.7233228,False,https://www.idealista.com/inmueble/87656820/,good,False,True,"{'type': 'Point', 'coordinates': (40.4781737, -3.7233228)}"
92,10,1500.0,flat,rent,95.0,True,2,1,Avenida GENERAL PERON,Madrid,Madrid,Tetuán,Cuatro Caminos,40.450453,-3.692854,False,https://www.idealista.com/inmueble/87656831/,good,False,True,"{'type': 'Point', 'coordinates': (40.450453, -3.692854)}"
93,3,1150.0,flat,rent,90.0,True,2,2,Calle de Ana de Austria,Madrid,Madrid,Hortaleza,Sanchinarro,40.4975923,-3.6545943,False,https://www.idealista.com/inmueble/87656802/,good,False,True,"{'type': 'Point', 'coordinates': (40.4975923, -3.6545943)}"
94,1,1550.0,flat,rent,85.0,True,2,2,"Paseo de la Habana, 66",Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4527163,-3.6849066,True,https://www.idealista.com/inmueble/87656827/,good,False,True,"{'type': 'Point', 'coordinates': (40.4527163, -3.6849066)}"
95,2,4500.0,flat,rent,280.0,True,5,4,Calle de Juan Bravo,Madrid,Madrid,Salamanca,Castellana,40.4345964,-3.683239,False,https://www.idealista.com/inmueble/87656791/,good,False,True,"{'type': 'Point', 'coordinates': (40.4345964, -3.683239)}"
96,4,4500.0,penthouse,rent,150.0,True,4,3,Calle Luisa Fernanda,Madrid,Madrid,Moncloa,Argüelles,40.4273662,-3.7145024,False,https://www.idealista.com/inmueble/87656732/,good,False,True,"{'type': 'Point', 'coordinates': (40.4273662, -3.7145024)}"
98,4,1050.0,flat,rent,75.0,False,2,1,Plaza Basilea,Madrid,Madrid,Salamanca,Guindalera,40.4380313,-3.6643739,False,https://www.idealista.com/inmueble/87656692/,good,False,True,"{'type': 'Point', 'coordinates': (40.4380313, -3.6643739)}"
99,3,790.0,duplex,rent,40.0,False,1,1,barrio Almagro,Madrid,Madrid,Chamberí,Almagro,40.4365756,-3.7017366,False,https://www.idealista.com/inmueble/87656656/,good,False,False,"{'type': 'Point', 'coordinates': (40.4365756, -3.7017366)}"
101,1,1150.0,flat,rent,70.0,True,1,1,Paseo del Prado,Madrid,Madrid,Centro,Huertas-Cortes,40.4124422,-3.6936903,False,https://www.idealista.com/inmueble/87656622/,good,False,True,"{'type': 'Point', 'coordinates': (40.4124422, -3.6936903)}"
102,5,2600.0,flat,rent,170.0,True,4,3,Paseo de San Francisco de Sales,Madrid,Madrid,Chamberí,Vallehermoso,40.442166,-3.7156072,False,https://www.idealista.com/inmueble/87656614/,good,False,True,"{'type': 'Point', 'coordinates': (40.442166, -3.7156072)}"
103,6,1700.0,penthouse,rent,133.0,False,3,2,Calle Moratines,Madrid,Madrid,Arganzuela,Acacias,40.4026865,-3.7009737,False,https://www.idealista.com/inmueble/87656612/,good,False,True,"{'type': 'Point', 'coordinates': (40.4026865, -3.7009737)}"
104,2,4000.0,flat,rent,240.0,True,4,2,barrio Sol,Madrid,Madrid,Centro,Sol,40.4182389,-3.7066111,False,https://www.idealista.com/inmueble/87656487/,good,False,True,"{'type': 'Point', 'coordinates': (40.4182389, -3.7066111)}"
106,2,950.0,flat,rent,49.0,False,1,1,Calle de Narváez,Madrid,Madrid,Retiro,Ibiza,40.4193154,-3.6782998,False,https://www.idealista.com/inmueble/87656608/,good,False,True,"{'type': 'Point', 'coordinates': (40.4193154, -3.6782998)}"
108,1,1350.0,flat,rent,100.0,False,3,2,Calle del Doctor Esquerdo,Madrid,Madrid,Retiro,Adelfas,40.4025808,-3.6731308,False,https://www.idealista.com/inmueble/87656592/,good,False,True,"{'type': 'Point', 'coordinates': (40.4025808, -3.6731308)}"
110,3,1200.0,flat,rent,70.0,True,1,1,Calle Mayor,Madrid,Madrid,Centro,Palacio,40.4149461,-3.710615,False,https://www.idealista.com/inmueble/87656564/,good,False,True,"{'type': 'Point', 'coordinates': (40.4149461, -3.710615)}"
111,2,900.0,flat,rent,45.0,True,1,1,Calle de María de Guzmán,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4452903,-3.7008983,False,https://www.idealista.com/inmueble/87656552/,good,False,False,"{'type': 'Point', 'coordinates': (40.4452903, -3.7008983)}"
112,3,6400.0,flat,rent,300.0,True,4,4,Calle de Juan Bravo,Madrid,Madrid,Salamanca,Lista,40.4340535,-3.677815,False,https://www.idealista.com/inmueble/87656567/,good,False,True,"{'type': 'Point', 'coordinates': (40.4340535, -3.677815)}"
113,3,900.0,flat,rent,80.0,True,3,1,barrio Pueblo Nuevo,Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.427966,-3.6423539,False,https://www.idealista.com/inmueble/87656551/,good,False,False,"{'type': 'Point', 'coordinates': (40.427966, -3.6423539)}"
114,0,700.0,flat,rent,62.0,False,3,1,Calle San Remigio,Madrid,Madrid,San Blas,Canillejas,40.4469766,-3.6088978,False,https://www.idealista.com/inmueble/87656547/,good,False,False,"{'type': 'Point', 'coordinates': (40.4469766, -3.6088978)}"
117,4,1150.0,flat,rent,65.0,False,1,1,Calle de Toledo,Madrid,Madrid,Centro,Palacio,40.412678,-3.7095091,False,https://www.idealista.com/inmueble/87656493/,good,False,True,"{'type': 'Point', 'coordinates': (40.412678, -3.7095091)}"
118,4,1075.0,flat,rent,60.0,True,1,1,Calle de Galileo s/n -,Madrid,Madrid,Chamberí,Arapiles,40.4352004,-3.7101978,True,https://www.idealista.com/inmueble/87656508/,good,False,True,"{'type': 'Point', 'coordinates': (40.4352004, -3.7101978)}"
119,4,1150.0,flat,rent,55.0,True,1,1,Calle Calatrava,Madrid,Madrid,Centro,Palacio,40.4099979,-3.7104923,False,https://www.idealista.com/inmueble/87656489/,good,False,True,"{'type': 'Point', 'coordinates': (40.4099979, -3.7104923)}"
120,3,3600.0,flat,rent,182.0,True,3,3,Calle de Juan Bravo,Madrid,Madrid,Salamanca,Castellana,40.433586,-3.6834874,False,https://www.idealista.com/inmueble/87656478/,good,False,True,"{'type': 'Point', 'coordinates': (40.433586, -3.6834874)}"
123,4,860.0,flat,rent,50.0,True,1,1,barrio Acacias,Madrid,Madrid,Arganzuela,Acacias,40.4024846,-3.7049648,False,https://www.idealista.com/inmueble/87656414/,good,False,True,"{'type': 'Point', 'coordinates': (40.4024846, -3.7049648)}"
125,2,1900.0,flat,rent,65.0,False,1,1,barrio Castellana,Madrid,Madrid,Salamanca,Castellana,40.4356418,-3.6842006,False,https://www.idealista.com/inmueble/87656362/,good,False,True,"{'type': 'Point', 'coordinates': (40.4356418, -3.6842006)}"
126,1,2300.0,flat,rent,140.0,True,3,2,Calle Luisa Fernanda,Madrid,Madrid,Moncloa,Argüelles,40.4257662,-3.7154024,False,https://www.idealista.com/inmueble/38607615/,good,False,True,"{'type': 'Point', 'coordinates': (40.4257662, -3.7154024)}"
129,2,1050.0,flat,rent,54.0,True,1,1,"Calle de Fernández de los Ríos, 75",Madrid,Madrid,Chamberí,Gaztambide,40.4353057,-3.7147961,True,https://www.idealista.com/inmueble/87656349/,good,False,True,"{'type': 'Point', 'coordinates': (40.4353057, -3.7147961)}"
130,3,950.0,flat,rent,80.0,True,3,1,barrio Tres Olivos - Valverde,Madrid,Madrid,Fuencarral,Tres Olivos - Valverde,40.49101,-3.6829,False,https://www.idealista.com/inmueble/87656338/,good,False,True,"{'type': 'Point', 'coordinates': (40.49101, -3.6829)}"
131,1,1350.0,flat,rent,124.0,True,3,2,Calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,Costillares,40.48053,-3.66488,False,https://www.idealista.com/inmueble/87656294/,good,False,True,"{'type': 'Point', 'coordinates': (40.48053, -3.66488)}"
132,1,900.0,flat,rent,80.0,True,2,1,barrio Quintana,Madrid,Madrid,Ciudad Lineal,Quintana,40.4366644,-3.6383799,False,https://www.idealista.com/inmueble/87656299/,good,False,False,"{'type': 'Point', 'coordinates': (40.4366644, -3.6383799)}"
